title,author,genres,plot,vote_average,vote_count,release_date,large_cover_url
Elena Undone,Nicole Conn,"Drama, Romance",The wife of a pastor who preaches against homosexuality embarks on an affair with a female writer.,6.887,163,2010-06-25,https://image.tmdb.org/t/p/original/wgdtxeLng1V9WOGc1W64TGSM8PS.jpg
The November Man,Roger Donaldson,"Crime, Action, Thriller",An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,6.114,1465,2014-08-27,https://image.tmdb.org/t/p/original/4ai3KeJcFRt5AwWmajKGJMMhqe4.jpg
Flash Gordon,Mike Hodges,"Science Fiction, Comedy, Adventure, Action",A football player and his mates travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,6.2,966,1980-09-01,https://image.tmdb.org/t/p/original/eTdEaRjtVnFbd5KVhxLRfbYW46e.jpg
The Science of Interstellar,Gail Willumsen,Documentary,"Matthew McConaughey narrates a fascinating look at Christopher Nolan's sci-fi film, 'Interstellar', including scientific foundations, the work of consulting Scientist Kip Thorne, basic film themes, the science behind the search for planets capable of hosting life, space-time and the theory of relativity, the science of wormholes and black holes, crafting the film's visuals based on real scientific observation, the birth of the universe, the Dust Bowl and the evolution of dust as a toxin, the likelihood of future dust storms, the prospects of escaping a dying or doomed planet and the possibilities of colonizing Mars.",6.7,30,2015-03-31,https://image.tmdb.org/t/p/original/pUvbuOTHKQWrLuGY1x2pHd1evPL.jpg
Fallen,Gregory Hoblit,"Crime, Drama, Thriller","Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",6.784,1422,1998-01-16,https://image.tmdb.org/t/p/original/tczRJmkK4UqqdPGcporCMaEPhru.jpg
A Tale of Two Sisters,Kim Jee-woon,"Drama, Horror, Mystery","A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house – all of which are connected to a dark past in the family's history.",7.1,1175,2003-06-13,https://image.tmdb.org/t/p/original/yMBXXP7DJaC2xI20MjTdI4SWnkJ.jpg
Freddy's Dead: The Final Nightmare,Rachel Talalay,"Horror, Thriller","Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",5.3,1329,1991-09-05,https://image.tmdb.org/t/p/original/e4qh58n2WaG4Gyh9VhjOUeN9Mhv.jpg
V/H/S/85,Scott Derrickson,"Horror, Thriller","Unveiled through a made-for-TV documentary, five chilling tales of found footage horror emerge to take viewers on a gore-filled journey through the grim underbelly of the forgotten 1980s.",5.6,78,2023-11-23,https://image.tmdb.org/t/p/original/aM3wnZTKEuPLDwxuMWcHDibOkiw.jpg
Guns Akimbo,Jason Lei Howden,"Action, Comedy","An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",6.451,2299,2020-02-27,https://image.tmdb.org/t/p/original/2kNnf7BwRCEm4bcFkdiE0T4U25s.jpg
The Long Weekend,Pat Holden,"Comedy, Romance","Cooper is an actor who sees life as one big party, while Ed is in advertising and takes life too seriously. When Ed gets stressed over a deadline he has to meet, his brother Cooper works hard in trying to get his brother hooked up with a girl, thus a long weekend of stress and beautiful women, culminating in Ed meeting, and making love to, the woman of his dreams.",5.7,120,2005-08-05,https://image.tmdb.org/t/p/original/i5cJ3lcKaLWX6a1gMh6iCH9M5a5.jpg
Avatar: The Deep Dive - A Special Edition of 20/20,Dave Hoffman,Documentary,An inside look at one of the most anticipated movie sequels ever with James Cameron and cast.,7.1,75,2022-12-13,https://image.tmdb.org/t/p/original/i367eMUXwj9LtNqrVlw1NXGRLx7.jpg
Green Lantern: Beware My Power,Jeff Wamester,"Animation, Action, Science Fiction, Fantasy","Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth. Unfortunately, the ring doesn't come with instructions - but it does come with baggage, like a horde of interplanetary killers bent on eliminating every Green Lantern in the universe. Now, with the aid of the light-hearted Green Arrow, Adam Strange and Hawkgirl, this reluctant soldier must journey into the heart of a galactic Rann/Thanagar war and somehow succeed where all other Green Lanterns have failed.",6.8,218,2022-05-19,https://image.tmdb.org/t/p/original/dsqkmZP4bZMKfA26pwQ9o3iXOEo.jpg
The Last Metro,François Truffaut,"Drama, Romance, War","In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",7.2,476,1980-09-17,https://image.tmdb.org/t/p/original/vO6VOWdDI1xQj9Qf7xwr1YgIbJj.jpg
Bird Box Barcelona,Àlex Pastor,"Thriller, Science Fiction, Horror","After a mysterious force decimates the world’s population, Sebastian must navigate his own survival journey through the desolate streets of Barcelona. As he forms uneasy alliances with other survivors and they try to escape the city, an unexpected and even more sinister threat grows.",5.909,691,2023-07-14,https://image.tmdb.org/t/p/original/64K7EEKTmsalcqKPiPrThP8CA09.jpg
¡Que viva México!,Luis Estrada,"Drama, Comedy","After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.",7.34,175,2023-03-23,https://image.tmdb.org/t/p/original/mZWLkJQeVy990LMFGlFJphOaioh.jpg
Shockwave: Countdown to Disaster,Nick Lyon,"Action, Science Fiction, Adventure, Thriller",A stolen seismic weapon is activated in Yemen. A hostage freed there tries in vain to warn against its global effect. It starts seismic activity at the Californian fault line where her daughter and ex are monitoring it. Can they stop it?,5.6,102,2017-09-02,https://image.tmdb.org/t/p/original/r6X7YzhoQskBpeKd7qeYPlVaVvZ.jpg
Maid in Manhattan,Wayne Wang,"Comedy, Drama, Romance","Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",6.1,1890,2002-12-13,https://image.tmdb.org/t/p/original/4uK9nvLDNf2B9QZdaJIhWFJ60as.jpg
The Inbetweeners Movie,Ben Palmer,Comedy,"High school graduation just wouldn’t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least that’s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results.",6.2,900,2011-08-19,https://image.tmdb.org/t/p/original/bw47dxSCL3rMfuTmJz5sTZkIM7R.jpg
Black Crab,Adam Berg,"Action, Thriller","To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",6.3,821,2022-03-18,https://image.tmdb.org/t/p/original/mcIYHZYwUbvhvUt8Lb5nENJ7AlX.jpg
City Hunter,Wong Jing,"Action, Adventure, Comedy, Romance","A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",6.6,400,1993-01-01,https://image.tmdb.org/t/p/original/iIzhcziRCcQfPWJEqjOYYK96EO5.jpg
Crocodile Dundee,Peter Faiman,"Adventure, Comedy","When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",6.4,1882,1986-09-26,https://image.tmdb.org/t/p/original/gjCnPBl61fKlEt3S3O8pBYcbrOh.jpg
The Guilty,Antoine Fuqua,"Drama, Thriller",A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,6.422,2660,2021-09-24,https://image.tmdb.org/t/p/original/m8aR1k35oZMOzZ1kYWUyt401mwq.jpg
The Whole Nine Yards,Jonathan Lynn,"Comedy, Crime","After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style.",6.5,1871,2000-02-18,https://image.tmdb.org/t/p/original/lej9OBBmFdGgDL6YObUkA3GUtUx.jpg
The Sea Inside,Alejandro Amenábar,Drama,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",7.572,906,2004-09-03,https://image.tmdb.org/t/p/original/mQW1JJKCUg02cmWBzr9JFu9vM1V.jpg
Polite Society,Nida Manzoor,"Comedy, Action, Drama","Martial artist-in-training Ria Khan believes she must save her older sister Lena from her impending marriage. After enlisting the help of her friends, Ria attempts to pull off the most ambitious of all wedding heists in the name of independence and sisterhood.",6.4,166,2023-04-27,https://image.tmdb.org/t/p/original/Af1izSvHbGu6JiFTVzgfKxWQOfs.jpg
I Am Not an Easy Man,Eléonore Pourriat,"Comedy, Fantasy","The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",6.3,988,2018-04-13,https://image.tmdb.org/t/p/original/bW89zGOuKS3rwBmtalb8k1fDjNC.jpg
Paul Blart: Mall Cop,Steve Carr,"Action, Adventure, Comedy, Family","Mild-mannered Paul Blart has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",5.4,2493,2009-01-15,https://image.tmdb.org/t/p/original/cC7BSAlGAOZt5XWEU2kyw1VW7RJ.jpg
I.S.S.,Gabriela Cowperthwaite,"Science Fiction, Thriller",Tensions flare in the near future aboard the International Space Station as a conflict breaks out on Earth. U.S. and Russian astronauts receive orders from the ground: take control of the station by any means necessary.,5.831,240,2024-01-19,https://image.tmdb.org/t/p/original/blPAS2HZcOGLTREbUeNIWmz0B6f.jpg
Summer Wars,Mamoru Hosoda,"Animation, Science Fiction","A student tries to fix a problem he accidentally caused in OZ, a digital world, while pretending to be the fiancé of his friend at her grandmother's 90th birthday.",7.45,924,2009-08-01,https://image.tmdb.org/t/p/original/lVEy1oOXUNapaHU3eZnne7wkJFA.jpg
Around the World in 80 Days,Samuel Tourneux,"Animation, Family, Comedy","Passepartout is a young and scholarly marmoset who always dreams of becoming an explorer. One day, he crosses paths with Phileas, a reckless and greedy frog, eager to take on a bet to circumnavigate the globe in 80 days and earn 10 million clams in the process. Seizing the opportunity of a lifetime to explore the world, Passepartout embarks with his new friend on a crazy and exhilarating adventure full of twists and surprises.",5.8,83,2021-08-04,https://image.tmdb.org/t/p/original/pWPTnHtvlmggjGonie1VZNKViLV.jpg
16 Wishes,Peter DeLuise,"Fantasy, Drama, Family","The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",6.3,1308,2010-10-02,https://image.tmdb.org/t/p/original/ej5vw4lbGdG8V5lbkP6mgXA6EcT.jpg
Project X,Jonathan Kaplan,"Drama, Comedy","A young inductee into the military is given the task of looking after some chimpanzees used in the mysterious 'Project X'. Getting to know the chimps fairly well, he begins to suspect there is more to the secret project than he is being told.",6.299,256,1987-04-17,https://image.tmdb.org/t/p/original/yfQ7GJs9gtVKOhx2jzgin4319eC.jpg
