title,tags
Fa yeung nin wah,drama romanc karwai wong two neighbor woman man form strong bond suspect extramarit activ spous howev agre keep bond platon commit similar wrong movi
Trainspotting,drama danni boyl renton deepli immers edinburgh drug scene tri clean get despit allur drug influenc friend movi
Fargo,crime drama thriller joel coen jerri lundegaard inept crime fall apart due henchmen bungl persist polic work quit pregnant marg gunderson movi
Underground,comedi drama war emir kusturica group serbian socialist prepar war surreal underground fill parti tragedi love hate movi
La haine,crime drama mathieu kassovitz 24 hour live three young men french suburb day violent riot movi
Dilwale Dulhania Le Jayenge,drama romanc aditya chopra raj meet simran europ isnt love first sight simran move india arrang marriag love make presenc felt movi
Before Sunrise,drama romanc richard linklat young man woman meet train europ wind spend one even togeth vienna unfortun know probabl night togeth movi
Trois couleurs: Rouge,drama mysteri romanc krzysztof kieslowski model discov retir judg keen invad peopl privaci movi
Chung Hing sam lam,comedi crime drama karwai wong two melancholi hong kong policemen fall love one mysteri femal underworld figur beauti ether server latenight restaur frequent movi
Jurassic Park,action adventur scifi steven spielberg pragmat paleontologist visit almost complet theme park task protect coupl kid power failur caus park clone dinosaur run loos movi
In the Name of the Father,biographi crime drama jim sheridan man coerc confess ira bomb commit result imprison father well english lawyer fight free movi
Ba wang bie ji,drama music romanc kaig chen two boy meet opera train school peke 1924 result friendship span nearli 70 year endur troublesom time china histori movi
DÃ  hÃ³ng denglong gaogao guÃ ,drama histori romanc yimou zhang young woman becom fourth wife wealthi lord must learn live strict rule tension within household movi
Dead Poets Society,comedi drama peter weir maverick teacher john keat use poetri embolden board school student new height selfexpress movi
Stand by Me,adventur drama rob reiner death one friend writer recount childhood journey friend find bodi miss boy movi
Platoon,drama war oliv stone chri taylor neophyt recruit vietnam find caught battl will two sergeant one good evil shrewd examin brutal war dualiti man conflict movi
"Paris, Texas",drama wim wender travi henderson aimless drifter miss four year wander desert must reconnect societi life famili movi
Kaze no tani no Naushika,anim adventur fantasi hayao miyazaki warrior pacifist princess nausicaã desper struggl prevent two war nation destroy die planet movi
The Thing,horror mysteri scifi john carpent research team antarctica hunt shapeshift alien assum appear victim movi
Pink Floyd: The Wall,drama fantasi music alan parker confin troubl rock star descend mad midst physic social isol everyon movi
Fitzcarraldo,adventur drama werner herzog stori brian sweeney fitzgerald extrem determin man intend build opera hous middl jungl movi
Fanny och Alexander,drama ingmar bergman two young swedish children experi mani comedi tragedi famili ekdahl movi
Blade Runner,action scifi thriller ridley scott blade runner must pursu termin four replic stole ship space return earth find creator movi
The Elephant Man,biographi drama david lynch victorian surgeon rescu heavili disfigur man mistreat scrape live sideshow freak behind monstrou faãad reveal person kind intellig sophist movi
Life of Brian,comedi terri jone born origin christma stabl next door jesu christ brian nazareth spend life mistaken messiah movi
The Deer Hunter,drama war michael cimino indepth examin way us vietnam war impact disrupt live peopl small industri town pennsylvania movi
Rocky,drama sport john g avildsen smalltim boxer get suprem rare chanc fight heavyweight champion bout strive go distanc selfrespect movi
Network,drama sidney lumet televis network cynic exploit derang former anchor rave revel news media profit movi
Barry Lyndon,adventur drama histori stanley kubrick irish rogu win heart rich widow assum dead husband aristocrat posit 18thcenturi england movi
Zerkalo,biographi drama andrei tarkovski die man forti rememb past childhood mother war person moment thing tell recent histori russian nation movi
Chinatown,drama mysteri thriller roman polanski privat detect hire expos adulter find caught web deceit corrupt murder movi
Paper Moon,comedi crime drama peter bogdanovich great depress con man find saddl young girl may may daughter two forg unlik partnership movi
Viskningar och rop,drama ingmar bergman woman die cancer earli twentiethcenturi sweden visit two sister longrepress feel sibl rise surfac movi
Solaris,drama mysteri scifi andrei tarkovski psychologist sent station orbit distant planet order discov caus crew go insan movi
Le samouraÃ¯,crime drama mysteri jeanpierr melvil profession hitman jef costello seen wit effort provid alibi drive corner movi
Cool Hand Luke,crime drama stuart rosenberg laid back southern man sentenc two year rural prison refus conform movi
Persona,drama thriller ingmar bergman nurs put charg mute actress find persona meld togeth movi
Andrei Rublev,biographi drama histori andrei tarkovski life time afflict fifteenthcenturi russian iconograph st andrei rublev movi
La battaglia di Algeri,drama war gillo pontecorvo 1950 fear violenc escal peopl algier fight independ french govern movi
El Ã¡ngel exterminador,drama fantasi lui buãuel guest upperclass dinner parti find unabl leav movi
What Ever Happened to Baby Jane?,drama horror thriller robert aldrich former child star torment parapleg sister decay hollywood mansion movi
Sanjuro,action comedi crime akira kurosawa crafti samurai help young man fellow clansmen save uncl frame imprison corrupt superintend movi
The Man Who Shot Liberty Valance,drama western john ford senat return western town funer old friend tell stori origin movi
Ivanovo detstvo,drama war andrei tarkovski ww2 twelv year old soviet orphan ivan bondarev work soviet armi scout behind german line strike friendship three sympathet soviet offic movi
JungfrukÃ¤llan,drama ingmar bergman innoc yet pamper young virgin famili pregnant jealou servant set deliv candl church one return event transpir wood along way movi
Inherit the Wind,biographi drama histori stanley kramer base reallif case 1925 two great lawyer argu case scienc teacher accus crime teach evolut movi
Les quatre cents coups,crime drama franãoi truffaut young boy left without attent delv life petti crime movi
Ben-Hur,adventur drama histori william wyler jewish princ betray sent slaveri roman friend regain freedom come back reveng movi
Kakushi-toride no san-akunin,adventur drama akira kurosawa lure gold two greedi peasant unknowingli escort princess gener across enemi line movi
Le notti di Cabiria,drama federico fellini waifish prostitut wander street rome look true love find heartbreak movi
Kumonosu-jÃ´,drama histori akira kurosawa warharden gener eg ambiti wife work fulfil propheci would becom lord spider web castl movi
The Bridge on the River Kwai,adventur drama war david lean british pow forc build railway bridg across river kwai japanes captor know alli forc plan destroy movi
On the Waterfront,crime drama thriller elia kazan expriz fighter turn longshoreman struggl stand corrupt union boss movi
Le salaire de la peur,adventur drama thriller henrigeorg clouzot decrepit south american villag four men hire transport urgent nitroglycerin shipment without equip would make safe movi
Ace in the Hole,drama filmnoir billi wilder frustrat former bigciti journalist stuck work albuquerqu newspap exploit stori man trap cave rekindl career situat quickli escal outofcontrol circu movi
White Heat,action crime drama raoul walsh psychopath crimin mother complex make dare break prison lead old gang chemic plant payrol heist movi
The Third Man,filmnoir mysteri thriller carol reed pulp novelist holli martin travel shadowi postwar vienna find investig mysteri death old friend harri lime movi
The Red Shoes,drama music romanc michael powel young ballet dancer torn man love pursuit becom prima ballerina movi
The Shop Around the Corner,comedi drama romanc ernst lubitsch two employe gift shop bare stand without realiz fall love post other anonym pen pal movi
Rebecca,drama mysteri romanc alfr hitchcock selfconsci woman juggl adjust new role aristocrat wife avoid intimid first wife spectral presenc movi
Mr. Smith Goes to Washington,comedi drama frank capra naiv man appoint fill vacanc unit state senat plan promptli collid polit corrupt doesnt back movi
Gone with the Wind,drama histori romanc victor fleme manipul woman roguish man conduct turbul romanc american civil war reconstruct period movi
