Title,Director,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Klara e il Sole,Kazuo Ishiguro,Fiction,"Un'indimenticabile elegia sul valore dell'amore e del sacrificio. «Che cosa, in ultimo, ci rende umani? Ishiguro non lo dice mai forte, però leggendo Klara e il Sole lo si intuisce un po' ovunque: amare ed essere amati». Laura Pezzino, «La Stampa» Seduta in vetrina sotto i raggi gentili del Sole, Klara osserva trepidante il fuori e le meraviglie che contiene: i passanti tutti diversi, Mendicante e il suo cane, i bambini che la guardano dal vetro, con le loro allegrie e le loro tristezze. Ogni cosa la affascina, tutto la sorprende. Ma in realtà Klara è un robot umanoide di generazione B2 ad alimentazione solare, un modello piuttosto sofisticato di Amico Artificiale, in attesa del piccolo umano che la sceglierà e la porterà a casa. A sceglierla è la quattordicenne Josie. E fin dalla sua prima visita al negozio Klara sente di appartenerle, per sempre. Josie è una ragazzina vivace e sensibile, ma afflitta da un male oscuro che minaccia di compromettere le sue prospettive future. E quando la malattia di Josie colpisce piú duramente, Klara sa che cosa fare: deve trovare colui da cui ogni nutrimento discende e intercedere per la sua protetta, anche a costo di qualche sacrificio; deve impegnarcisi anima e corpo, come se anima e corpo avesse.",2.0,1.0,2021-05-11,http://books.google.com/books/content?id=OqYsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Il cavaliere d'inverno,Paullina Simons,Fiction,"Leningrado, estate 1941. Tatiana e Dasha sono sorelle e condividono tutto, perfino il letto, nella casa affollata dove vivono con i genitori. Una mattina il loro risveglio è particolarmente agitato: Dasha ha un nuovo innamorato e non vede l'ora di raccontare tutto a Tatiana. Ma un annuncio alla radio manda di colpo in pezzi la loro serenità: il generale Molotov sta comunicando che la Germania ha invaso la Russia. È la guerra. Uscita per fare scorte di cibo, Tatiana incontra Alexander, giovane ufficiale dell'Armata Rossa, e tra loro si scatena un'attrazione irresistibile. Ancora non sanno che quell'amore è proibito per entrambi e potrebbe distruggere per sempre ciò che hanno di più caro. Mentre un implacabile inverno e l'assedio nazista stringono la città in una morsa micidiale, riducendola allo stremo, la dolce Tatiana e il valoroso Alexander troveranno nel legame segreto che li unisce la forza per affrontare avversità e sacrifici. Con la speranza di un futuro migliore.",4.5,11.0,2012-07-02,http://books.google.com/books/content?id=TdiUnM8GFW8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Maus,Art Spiegelman,Comics & Graphic Novels,,4.0,4.0,2000,http://books.google.com/books/content?id=WE41AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Let the game begin. Kiss me like you love me. Ediz. italiana,Kira Shell,Fiction,,5.0,1.0,2019,http://books.google.com/books/content?id=Y0x4ygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
L'ultima notte della nostra vita,Adam Silvera,Fiction,,5.0,2.0,2019,http://books.google.com/books/content?id=yQANxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Nel mare ci sono i coccodrilli,Fabio Geda,Social Science,"Se nasci in Afghanistan, nel posto sbagliato e nel momento sbagliato, può capitare che, anche se sei un bambino alto come una capra, e uno dei migliori a giocare a Buzul-bazi, qualcuno reclami la tua vita. Tuo padre è morto lavorando per un ricco signore, il carico del camion che guidava è andato perduto e tu dovresti esserne il risarcimento. Ecco perché quando bussano alla porta corri a nasconderti. Ma ora stai diventando troppo grande per la buca che tua madre ha scavato vicino alle patate. Così, un giorno, lei ti dice che dovete fare un viaggio. Ti accompagna in Pakistan, ti accarezza i capelli, ti fa promettere che diventerai un uomo per bene e ti lascia solo. Da questo tragico atto di amore hanno inizio la prematura vita adulta di Enaiatollah Akbari e l'incredibile viaggio che lo porterà in Italia passando per l'Iran, la Turchia e la Grecia. Un'odissea che lo ha messo in contatto con la miseria e la nobiltà degli uomini, e che, nonostante tutto, non è riuscita a fargli perdere l'ironia né a cancellargli dal volto il suo formidabile sorriso. Enaiatollah ha infine trovato un posto dove fermarsi e avere la sua età.Questa è la sua storia.",4.5,3.0,2013-09-27T00:00:00+02:00,http://books.google.com/books/content?id=CqOnBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Padre ricco padre povero. Quello che i ricchi insegnano ai figli sul denaro. Con aggiornamenti per il XXI secolo e 9 nuove sessioni di studio,Robert T. Kiyosaki,Business & Economics,,4.0,1.0,2017,http://books.google.com/books/content?id=l7b-swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bridgerton - 1. Il duca e io,Julia Quinn,Fiction,"Londra, 1813. Simon Arthur Henry Fitzranulph Basset, nuovo duca di Hastings ed erede di uno dei titoli più antichi e prestigiosi d'Inghilterra, è uno scapolo assai desiderato. A dire il vero, è letteralmente perseguitato da schiere di madri dell'alta società che farebbero di tutto pur di combinare un buon matrimonio per le loro fanciulle in età da marito. E Simon, sempre alquanto riluttante, è in cima alla lista dei loro interessi. Anche la madre di Daphne Bridgerton è indaffaratissima e intende trovare il marito perfetto per la maggiore delle sue figlie femmine, che ha già debuttato in società da un paio d'anni e che rischia di rimanere - Dio non voglia! - zitella. Assillati ciascuno a suo modo dalle ferree leggi del ""mercato matrimoniale"", Daphne e Simon, vecchio amico di suo fratello Anthony, escogitano un piano: si fingeranno fidanzati e così saranno lasciati finalmente in pace. Ciò che non hanno messo in conto è che, ballo dopo ballo, conversazione dopo conversazione, ricordarsi che quanto li lega è solo finzione diventerà sempre più difficile. Quella che era iniziata come una recita sembra proprio trasformarsi in realtà. Una realtà tremendamente ricca di passione e coinvolgimento...",4.0,1.0,2020-09-01,http://books.google.com/books/content?id=j1vyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Finché il caffè è caldo,Toshikazu Kawaguchi,Fiction,"«Oltre un milione di copie vendute.» The Bookseller «Un libro tenero, che incita a superare le difficoltà con l'anima aperta. » La Lettura - Corriere della Sera - Annachiara Sacchi «Un balsamo per le nostre anime ferite. » Panorama «La sorpresa del passaparola: ha venduto un milione di copie vendute in Giappone e 100.000 in Italia. » Donna Moderna - Alessandra Cipelli «Un romanzo magico quasi come un film di Hayao Miyazaki.» Cosmopolitan «Una meravigliosa lettura su una caffetteria in cui tutto è possibile.» Publishers Weekly Un tavolino, un caffè, una scelta. Basta solo questo per essere felici. ECCO LE 5 REGOLE DA SEGUIRE: 1. Sei in una caffetteria speciale. C’è un unico tavolino e aspetta solo te. 2. Siediti e attendi che il caffè ti venga servito. 3. Tieniti pronto a rivivere un momento importante della tua vita. 4. Mentre lo fai ricordati di gustare il caffè a piccoli sorsi. 5. Non dimenticarti la regola fondamentale: non lasciare per alcuna ragione che il caffè si raffreddi. In Giappone c’è una caffetteria speciale. È aperta da più di cento anni e, su di essa, circolano mille leggende. Si narra che dopo esserci entrati non si sia più gli stessi. Si narra che bevendo il caffè sia possibile rivivere il momento della propria vita in cui si è fatta la scelta sbagliata, si è detta l’unica parola che era meglio non pronunciare, si è lasciata andare via la persona che non bisognava perdere. Si narra che con un semplice gesto tutto possa cambiare. Ma c’è una regola da rispettare, una regola fondamentale: bisogna assolutamente finire il caffè prima che si sia raffreddato. Non tutti hanno il coraggio di entrare nella caffetteria, ma qualcuno decide di sfidare il destino e scoprire che cosa può accadere. Qualcuno si siede su una sedia con davanti una tazza fumante. Fumiko, che non è riuscita a trattenere accanto a sé il ragazzo che amava. Kotake, che insieme ai ricordi di suo marito crede di aver perso anche sé stessa. Hirai, che non è mai stata sincera fino in fondo con la sorella. Infine Kei, che cerca di raccogliere tutta la forza che ha dentro per essere una buona madre. Ognuna di loro ha un rimpianto. Ognuna di loro sente riaffiorare un ricordo doloroso. Ma tutti scoprono che il passato non è importante, perché non si può cambiare. Quello che conta è il presente che abbiamo tra le mani. Quando si può ancora decidere ogni cosa e farla nel modo giusto. La vita, come il caffè, va gustata sorso dopo sorso, cogliendone ogni attimo. Finché il caffè è caldo è diventato un caso editoriale in Giappone, dove ha venduto oltre un milione di copie. Poi ha conquistato tutto il mondo e le classifiche europee a pochi giorni dall’uscita. Un romanzo pieno di fascino e mistero sulle occasioni perdute e sull’importanza di quelle ancora da vivere.",5.0,1.0,2020-03-12T00:00:00+01:00,http://books.google.com/books/content?id=BobUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Mio fratello rincorre i dinosauri,Giacomo Mazzariol,Fiction,"Ci sono voluti dodici anni perché Giacomo imparasse a vedere davvero suo fratello, a entrare nel suo mondo. E a lasciare che gli cambiasse la vita.",4.5,2.0,2016-04-26,http://books.google.com/books/content?id=xHn5CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Vita su un pianeta nervoso,Matt Haig,Biography & Autobiography,"E se il mondo in cui viviamo fosse congegnato per renderci infelici? E se invece potessimo fare qualcosa al riguardo? Il mondo ci sta confondendo la mente. Aumentano ondate di stress e ansia. Un pianeta frenetico e nervoso sta creando vite frenetiche e nervose. Siamo più connessi, ma ci sentiamo sempre più soli. E siamo spinti ad aver paura di tutto, dalla politica mondiale al nostro indice di massa corporea. Come possiamo rimanere lucidi su un pianeta che ci rende pazzi? Come restare umani in un mondo tecnologico? Come sentirsi felici se ci spingono a essere ansiosi? Dopo anni di attacchi di panico e ansia, queste domande diventano questione di vita o di morte per Matt Haig. Che inizia a cercare il legame tra ciò che sente e il mondo intorno a lui. Vita su un pianeta nervoso è uno sguardo personale e vivace su come sentirsi felici, umani e integri nel ventunesimo secolo. «Assumere Vita su un pianeta nervoso due volte al giorno, prima o dopo i pasti. Un libro pieno zeppo di saggezza, intuizione, amore e umorismo». Stephen Fry «Un libro caloroso, generoso e profondo sulle difficoltà del genere umano oggi. Haig è uno dei più importanti scrittori del nostro tempo». Dolly Alderton",4.0,1.0,2019-02-06T00:00:00+01:00,http://books.google.com/books/content?id=64uEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Basta un caffè per essere felici,Toshikazu Kawaguchi,Fiction,"Dall’autore di «Finché il caffè è caldo» «Toshikazu Kawaguchi conosce la ricetta della serenità nei piccoli gesti: ora arriva il sequel di «Finché il caffè è caldo», esordio da oltre 100 mila copie.» la Repubblica «Un balsamo per le nostre anime ferite.» Panorama «Toshikazu Kawaguchi è tornato nel bar dove si può rivivere un momento del passato: nuove storie di dolore e coraggio, ancora più toccanti e ancora più poetiche.» La Lettura - Corriere della Sera «Una lettura emozionante e commovente per dimenticare le preoccupazioni quotidiane.» Publishers Weekly «Il secondo capitolo del romanzo di culto ambientato in un locale di Tokyo dove basta una tazzina per viaggiare nel tempo e fare pace con il passato. » Tuttolibri - La Stampa - Laura Imai Messina «Un romanzo magico quasi come un film di Hayao Miyazaki.» Cosmopolitan «Lo scrittore giapponese che con i suoi romanzi ha scalato le classifiche. » la Repubblica - Lara Crinò TORNA LA CAFFETTERIA CHE HA SORPRESO E INCANTATO MILIONI DI LETTORI IN TUTTO IL MONDO Accomodati a un tavolino. Gusta il tuo caffè. Lasciati sorprendere dalla vita. L’aroma dolce del caffè aleggia nell’aria fin dalle prime ore del mattino. Quando lo si avverte, è impossibile non varcare la soglia della caffetteria da cui proviene. Un luogo, in un piccolo paese del Giappone, dove si può essere protagonisti di un’esperienza indimenticabile. Basta entrare, lasciarsi servire e appoggiare le labbra alla tazzina per vivere di nuovo l’esatto istante in cui ci si è trovati a prendere una decisione sbagliata. Per farlo, è importante che ogni avventore stia attento a bere il caffè finché è caldo: una volta che ci si mette comodi, non si può più tornare indietro. È così per Gotaro, che non è mai riuscito ad aprirsi con la ragazza che ha cresciuto come una figlia. Yukio, che per inseguire i suoi sogni non è stato vicino alla madre quando ne aveva più bisogno. Katsuki, che per paura di far soffrire la fidanzata le ha taciuto una dolorosa verità. O Kiyoshi, che non ha detto addio alla moglie come avrebbe voluto. Tutti loro hanno qualcosa in sospeso, ma si rendono presto conto che per ritrovare la felicità non serve cancellare il passato, bensì imparare a perdonare e a perdonarsi. Questo è l’unico modo per guardare al futuro senza rimpianti e dare spazio a un nuovo inizio. Toshikazu Kawaguchi è diventato un fenomeno internazionale con il suo romanzo d’esordio, Finché il caffè è caldo, che ha venduto oltre un milione di copie in Giappone e in Italia è tuttora in classifica dopo mesi dall’uscita. Ora torna con la sua caffetteria speciale e ci consegna una storia emozionante sulla meraviglia che si nasconde negli imprevisti della vita e nei regali del destino.",5.0,1.0,2021-01-14T00:00:00+01:00,http://books.google.com/books/content?id=kKwPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
